contest,year,form,problem_no,source,major_category,minor_category,tags,notes,missing_reason_guess,triage_status
AMC 12,2013,B,19,2013 AMC 12B Problem 19,几何,三角形,三角形;角度,,2013 AMC 12B Problem 19: multi-step geometry with OCR fraction ambiguity,ocr_or_statement_risk
AMC 12,2013,B,20,2013 AMC 12B Problem 20,代数,三角恒等式,三角函数;恒等式,,2013 AMC 12B Problem 20: trigonometric trapezoid condition with OCR radical ambiguity,ocr_or_statement_risk
AMC 12,2013,B,21,2013 AMC 12B Problem 21,几何,坐标几何,坐标;几何,,Skipped reasons: 2013 AMC 12B Problem 21: parabola intersection counting high risk,ocr_or_statement_risk
AMC 12,2013,B,22,2013 AMC 12B Problem 22,数论,整数构造,整数;构造,,2013 AMC 12B Problem 22: logarithm equation/minimal integer high risk,ocr_or_statement_risk
AMC 12,2013,B,23,2013 AMC 12B Problem 23,数论,进制与数字,数字;进制,,2013 AMC 12B Problem 23: base representation digit-counting high risk,ocr_or_statement_risk
AMC 12,2013,B,24,2013 AMC 12B Problem 24,概率与统计,平均数与数据集,平均数;数据,,2013 AMC 12B Problem 24: complex triangle geometry with OCR radical ambiguity,ocr_or_statement_risk
AMC 12,2013,B,25,2013 AMC 12B Problem 25,数论,整数构造,整数;构造,,2013 AMC 12B Problem 25: polynomial with Gaussian-integer roots high risk,ocr_or_statement_risk
AMC 12,2014,A,18,2014 AMC 12A Problem 18,数论,质因数与整除,质因数;整除,,2014 AMC 12A Problem 18: nested logarithm domain with OCR base ambiguity,ocr_or_statement_risk
AMC 12,2014,B,5,2014 AMC 12B Problem 5,几何,三角形,三角形;角度,题面包含图形,2014 AMC 12B Problem 5: diagram-dependent pane layout,needs_diagram
AMC 12,2014,B,6,2014 AMC 12B Problem 6,代数,运算与化简,代数;化简,自动分类依据较弱，按代数主线暂归类,2014 AMC 12B Problem 6: OCR statement is truncated,ocr_or_statement_risk
AMC 12,2014,B,8,2014 AMC 12B Problem 8,数论,进制与数字,数字;进制,题面包含图形,2014 AMC 12B Problem 8: addition diagram/OCR layout risk,needs_diagram
AMC 12,2014,B,9,2014 AMC 12B Problem 9,几何,面积与相似,面积;比例,题面包含图形,2014 AMC 12B Problem 9: diagram-dependent quadrilateral geometry,needs_diagram
AMC 12,2014,B,19,2014 AMC 12B Problem 19,几何,空间几何,空间几何;体积,题面包含图形,Skipped reasons: 2014 AMC 12B Problem 19: diagram-dependent truncated cone/sphere geometry,needs_diagram
AMC 12,2014,B,21,2014 AMC 12B Problem 21,几何,三角形,三角形;角度,题面包含图形,2014 AMC 12B Problem 21: diagram-dependent square/rectangle geometry,needs_diagram
AMC 12,2014,B,25,2014 AMC 12B Problem 25,代数,三角恒等式,三角函数;恒等式,,2014 AMC 12B Problem 25: trigonometric equation with OCR ambiguity,ocr_or_statement_risk
AMC 12,2015,A,24,2015 AMC 12A Problem 24,概率与统计,组合概率,概率;计数,,2015 AMC 12A Problem 24: rational-number probability with OCR fraction ambiguity,ocr_or_statement_risk
AMC 12,2015,B,19,2015 AMC 12B Problem 19,几何,圆与曲线,圆;曲线,,Skipped reasons: 2015 AMC 12B Problem 19: circle condition on constructed squares high-risk geometry | Skipped reasons: 2015 AMC 12B Problem 19: skipped because the local CSV statement does not match the AoPS statement. | Skipped reasons: 2015 AMC 12B Problem 19: skipped because the local CSV statement still does not match the AoPS statement. | 2015 AMC 12B Problem 19: skipped because the local CSV statement still does not match the AoPS statement.,solution_high_risk
AMC 12,2016,A,8,2016 AMC 12A Problem 8,几何,面积与相似,面积;比例,,Skipped reasons: 2016 AMC 12A Problem 8: shaded-region diagram missing,needs_diagram
AMC 12,2016,A,9,2016 AMC 12A Problem 9,概率与统计,几何概率,几何概率;面积,题面包含图形,2016 AMC 12A Problem 9: diagram-dependent square configuration,needs_diagram
AMC 12,2016,A,13,2016 AMC 12A Problem 13,概率与统计,平均数与数据集,平均数;数据,,Skipped reasons: 2016 AMC 12A Problem 13: OCR text is unreliable for the probability threshold,ocr_or_statement_risk
AMC 12,2016,A,15,2016 AMC 12A Problem 15,几何,圆与曲线,圆;曲线,,2016 AMC 12A Problem 15: tangent-circle geometry choices/OCR are unclear,ocr_or_statement_risk
AMC 12,2016,A,17,2016 AMC 12A Problem 17,几何,面积与相似,面积;比例,,2016 AMC 12A Problem 17: exterior equilateral-triangle diagram geometry skipped for reliability,needs_diagram
AMC 12,2016,A,25,2016 AMC 12A Problem 25,几何,三角形,三角形;角度,,Skipped reasons: 2016 AMC 12A Problem 25: long blackboard-square process has high derivation/OCR risk,ocr_or_statement_risk
AMC 12,2016,B,17,2016 AMC 12B Problem 17,几何,三角形,三角形;角度,题面包含图形,Skipped reasons: 2016 AMC 12B Problem 17: angle-bisector/altitude geometry depends on the original diagram,needs_diagram
AMC 12,2016,B,21,2016 AMC 12B Problem 21,几何,面积与相似,面积;比例,,Skipped reasons: 2016 AMC 12B Problem 21: recursive geometry statement is OCR-damaged,ocr_or_statement_risk
AMC 12,2016,B,25,2016 AMC 12B Problem 25,数论,整数构造,整数;构造,,2016 AMC 12B Problem 25: recurrence formula is OCR-damaged,ocr_or_statement_risk
AMC 12,2017,A,16,2017 AMC 12A Problem 16,几何,圆与曲线,圆;曲线,题面包含图形,Skipped reasons: 2017 AMC 12A Problem 16: tangent semicircle diagram required,needs_diagram
AMC 12,2017,A,24,2017 AMC 12A Problem 24,几何,圆与曲线,圆;曲线,,2017 AMC 12A Problem 24: cyclic quadrilateral construction is diagram/OCR high risk,needs_diagram
AMC 12,2017,A,25,2017 AMC 12A Problem 25,概率与统计,独立性,独立事件;概率,,2017 AMC 12A Problem 25: complex-product probability statement is OCR-damaged,ocr_or_statement_risk
AMC 12,2017,B,13,2017 AMC 12B Problem 13,代数,运算与化简,代数;化简,题面包含图形；自动分类依据较弱，按代数主线暂归类,Skipped reasons: 2017 AMC 12B Problem 13: disk-coloring figure is required,needs_diagram
AMC 12,2017,B,17,2017 AMC 12B Problem 17,概率与统计,独立性,独立事件;概率,,2017 AMC 12B Problem 17: local CSV statement is truncated,ocr_or_statement_risk
AMC 12,2017,B,18,2017 AMC 12B Problem 18,几何,圆与曲线,圆;曲线,,2017 AMC 12B Problem 18: circle geometry setup is diagram-sensitive,needs_diagram
AMC 12,2017,B,24,2017 AMC 12B Problem 24,几何,面积与相似,面积;比例,,2017 AMC 12B Problem 24: similar-triangle quadrilateral geometry is diagram-sensitive,needs_diagram
AMC 12,2018,A,8,2018 AMC 12A Problem 8,几何,面积与相似,面积;比例,题面包含图形,Skipped reasons: 2018 AMC 12A Problem 8: diagram-dependent similar-triangle area problem,needs_diagram
AMC 12,2018,A,11,2018 AMC 12A Problem 11,几何,三角形,三角形;角度,题面包含图形,Skipped reasons: 2018 AMC 12A Problem 11: folded triangle crease length requires original diagram,needs_diagram
AMC 12,2018,A,17,2018 AMC 12A Problem 17,几何,三角形,三角形;角度,,2018 AMC 12A Problem 17: OCR ambiguity in square-to-hypotenuse distance,ocr_or_statement_risk
AMC 12,2018,B,11,2018 AMC 12B Problem 11,几何,面积与相似,面积;比例,题面包含图形,Skipped reasons: 2018 AMC 12B Problem 11: wrapping-paper geometry depends on original diagram,needs_diagram
AMC 12,2018,B,14,2018 AMC 12B Problem 14,数论,进制与数字,数字;进制,,2018 AMC 12B Problem 14: age wording/OCR leaves implicit assumptions,ocr_or_statement_risk
AMC 12,2018,B,20,2018 AMC 12B Problem 20,几何,面积与相似,面积;比例,,2018 AMC 12B Problem 20: hexagon intersection region is diagram-dependent,needs_diagram
AMC 12,2018,B,21,2018 AMC 12B Problem 21,几何,圆与曲线,圆;曲线,,Skipped reasons: 2018 AMC 12B Problem 21: incircle/circumcircle tangent configuration is diagram-sensitive,needs_diagram
AMC 12,2018,B,25,2018 AMC 12B Problem 25,几何,圆与曲线,圆;曲线,题面包含图形,2018 AMC 12B Problem 25: three-circle tangent construction depends on the original diagram,needs_diagram
AMC 12,2019,A,6,2019 AMC 12A Problem 6,几何,几何变换,变换;对称,题面包含图形,Skipped reasons: 2019 AMC 12A Problem 6: rigid-motion symmetry problem depends on the original recurring-pattern figure,needs_diagram
AMC 12,2019,A,10,2019 AMC 12A Problem 10,几何,圆与曲线,圆;曲线,题面包含图形,2019 AMC 12A Problem 10: shaded circle arrangement requires the original diagram,needs_diagram
AMC 12,2019,A,16,2019 AMC 12A Problem 16,概率与统计,几何概率,几何概率;面积,题面包含图形,Skipped reasons: 2019 AMC 12A Problem 16: 3-by-3 grid parity probability is diagram/grid-structure heavy,needs_diagram
AMC 12,2019,A,21,2019 AMC 12A Problem 21,代数,运算与化简,代数;化简,自动分类依据较弱，按代数主线暂归类,Skipped reasons: 2019 AMC 12A Problem 21: source text is severely OCR-truncated,ocr_or_statement_risk
AMC 12,2019,A,22,2019 AMC 12A Problem 22,几何,圆与曲线,圆;曲线,,2019 AMC 12A Problem 22: circle/triangle geometry statement is OCR-damaged and diagram-sensitive,needs_diagram
AMC 12,2019,A,23,2019 AMC 12A Problem 23,数论,整数构造,整数;构造,,2019 AMC 12A Problem 23: operation definitions are OCR-ambiguous,ocr_or_statement_risk
AMC 12,2019,B,10,2019 AMC 12B Problem 10,代数,运算与化简,代数;化简,题面包含图形；自动分类依据较弱，按代数主线暂归类,Skipped reasons: 2019 AMC 12B Problem 10: route-counting map problem depends on the missing graph,needs_diagram
AMC 12,2019,B,12,2019 AMC 12B Problem 12,几何,面积与相似,面积;比例,题面包含图形,Skipped reasons: 2019 AMC 12B Problem 12: triangle construction depends on the missing diagram,needs_diagram
AMC 12,2019,B,15,2019 AMC 12B Problem 15,几何,圆与曲线,圆;曲线,题面包含图形,2019 AMC 12B Problem 15: shaded circle/semicircle area problem depends on the missing diagram,needs_diagram
AMC 12,2020,A,2,2020 AMC 12A Problem 2,组合数学,图形计数,网格;计数,题面包含图形,Skipped reasons: 2020 AMC 12A Problem 2: acronym grid length problem depends on the missing diagram,needs_diagram
AMC 12,2020,A,6,2020 AMC 12A Problem 6,几何,几何变换,变换;对称,题面包含图形,2020 AMC 12A Problem 6: symmetry shading problem depends on the missing grid diagram,needs_diagram
AMC 12,2020,A,13,2020 AMC 12A Problem 13,数论,整数构造,整数;构造,,Skipped reasons: 2020 AMC 12A Problem 13: nested radical/root expression is OCR-damaged,ocr_or_statement_risk
AMC 12,2020,B,11,2020 AMC 12B Problem 11,概率与统计,几何概率,几何概率;面积,题面包含图形,Skipped reasons: 2020 AMC 12B Problem 11: shaded semicircle/hexagon area problem depends on the missing diagram,needs_diagram
AMC 12,2020,B,18,2020 AMC 12B Problem 18,几何,面积与相似,面积;比例,题面包含图形,2020 AMC 12B Problem 18: area partition problem depends on the missing diagram,needs_diagram
AMC 12,2020,B,21,2020 AMC 12B Problem 21,数论,整数构造,整数;构造,,Skipped reasons: 2020 AMC 12B Problem 21: floor/square-root equation is OCR-damaged,ocr_or_statement_risk
AMC 12,2020,B,22,2020 AMC 12B Problem 22,代数,运算与化简,代数;化简,自动分类依据较弱，按代数主线暂归类,2020 AMC 12B Problem 22: exponential expression is OCR-damaged,ocr_or_statement_risk
AMC 12,2021 Spring,A,10,2021 Spring AMC 12A Problem 10,几何,空间几何,空间几何;体积,题面包含图形,Skipped reasons: 2021 Spring AMC 12A Problem 10: cone liquid-rise problem depends on the missing diagram,needs_diagram
AMC 12,2021 Spring,B,15,2021 Spring AMC 12B Problem 15,几何,面积与相似,面积;比例,题面包含图形,2021 Spring AMC 12B Problem 15: pentagon area problem depends on the missing diagram,needs_diagram
AMC 12,2021 Spring,B,17,2021 Spring AMC 12B Problem 17,几何,面积与相似,面积;比例,题面包含图形,2021 Spring AMC 12B Problem 17: trapezoid area-ratio problem depends on the missing diagram,needs_diagram
AMC 12,2021 Spring,B,24,2021 Spring AMC 12B Problem 24,几何,面积与相似,面积;比例,题面包含图形,2021 Spring AMC 12B Problem 24: parallelogram projection problem depends on the missing diagram,needs_diagram
AMC 12,2021 Spring,B,25,2021 Spring AMC 12B Problem 25,几何,坐标几何,坐标;几何,题面包含图形,2021 Spring AMC 12B Problem 25: lattice-point line-count interval problem is high-risk in current pass,needs_diagram
AMC 12,2021 Fall,A,1,2021 Fall AMC 12A Problem 1,代数,运算与化简,代数;平方;化简,,2021 Fall source data repaired; stale teaching page intentionally invalidated. complete non-diagram statement with moderate-risk topic,ready_to_generate
AMC 12,2021 Fall,A,2,2021 Fall AMC 12A Problem 2,代数,运算与化简,矩形;面积;代数,,2021 Fall source data repaired; stale teaching page intentionally invalidated. complete non-diagram statement with moderate-risk topic,ready_to_generate
AMC 12,2021 Fall,A,3,2021 Fall AMC 12A Problem 3,代数,线性模型,速度;时间;线性模型,,2021 Fall source data repaired; stale teaching page intentionally invalidated. complete non-diagram statement with moderate-risk topic,ready_to_generate
AMC 12,2021 Fall,A,4,2021 Fall AMC 12A Problem 4,数论,进制与数字,数字;质数;整除,,2021 Fall source data repaired; stale teaching page intentionally invalidated. complete non-diagram statement with moderate-risk topic,ready_to_generate
AMC 12,2021 Fall,A,5,2021 Fall AMC 12A Problem 5,数论,质因数与整除,最小公倍数;步长;整数,,2021 Fall source data repaired; stale teaching page intentionally invalidated. complete non-diagram statement with moderate-risk topic,ready_to_generate
AMC 12,2021 Fall,A,6,2021 Fall AMC 12A Problem 6,几何,三角形,角度;平行线;三角形,题面包含图形,2021 Fall source data repaired; stale teaching page intentionally invalidated. statement/notes indicate diagram dependence,needs_diagram
AMC 12,2021 Fall,A,7,2021 Fall AMC 12A Problem 7,概率与统计,平均数与数据集,平均数;总和;数据,,2021 Fall source data repaired; stale teaching page intentionally invalidated. complete non-diagram statement with moderate-risk topic,ready_to_generate
AMC 12,2021 Fall,A,8,2021 Fall AMC 12A Problem 8,数论,质因数与整除,最小公倍数;质因数;整除,,2021 Fall source data repaired; stale teaching page intentionally invalidated. complete non-diagram statement with moderate-risk topic,ready_to_generate
AMC 12,2021 Fall,A,9,2021 Fall AMC 12A Problem 9,代数,对数与指数,对数;表面积;体积,,2021 Fall source data repaired; stale teaching page intentionally invalidated. complete non-diagram statement with moderate-risk topic,ready_to_generate
AMC 12,2021 Fall,A,10,2021 Fall AMC 12A Problem 10,数论,进制与数字,九进制;余数;位值,,2021 Fall source data repaired; stale teaching page intentionally invalidated. complete non-diagram statement with moderate-risk topic,ready_to_generate
AMC 12,2021 Fall,A,11,2021 Fall AMC 12A Problem 11,几何,圆与曲线,圆;弦;勾股定理,,2021 Fall source data repaired; stale teaching page intentionally invalidated. complete non-diagram statement with moderate-risk topic,ready_to_generate
AMC 12,2021 Fall,A,12,2021 Fall AMC 12A Problem 12,代数,多项式与根,二项式展开;有理系数;指数,,2021 Fall source data repaired; stale teaching page intentionally invalidated. complete non-diagram statement with moderate-risk topic,ready_to_generate
AMC 12,2021 Fall,A,13,2021 Fall AMC 12A Problem 13,几何,坐标几何,角平分线;斜率;坐标,,2021 Fall source data repaired; stale teaching page intentionally invalidated. complete non-diagram statement with moderate-risk topic,ready_to_generate
AMC 12,2021 Fall,A,14,2021 Fall AMC 12A Problem 14,几何,面积与相似,六边形;面积;周长,题面包含图形,2021 Fall source data repaired; stale teaching page intentionally invalidated. statement/notes indicate diagram dependence,needs_diagram
AMC 12,2021 Fall,A,15,2021 Fall AMC 12A Problem 15,代数,复数,复数;共轭;坐标,,2021 Fall source data repaired; stale teaching page intentionally invalidated. complete non-diagram statement with moderate-risk topic,ready_to_generate
AMC 12,2021 Fall,A,16,2021 Fall AMC 12A Problem 16,组合数学,图论与网络,图论;连通性;极值,按计算机连接网络的主要思想归入图论与网络。,2021 Fall source data repaired; stale teaching page intentionally invalidated. complete non-diagram statement with moderate-risk topic,ready_to_generate
AMC 12,2021 Fall,A,17,2021 Fall AMC 12A Problem 17,代数,方程与不等式,二次方程;判别式;整数,,2021 Fall source data repaired; stale teaching page intentionally invalidated. complete non-diagram statement with moderate-risk topic,ready_to_generate
AMC 12,2021 Fall,A,18,2021 Fall AMC 12A Problem 18,概率与统计,组合概率,多项分布;组合计数;概率,,2021 Fall source data repaired; stale teaching page intentionally invalidated. late/problem-specific derivation risk; should be reviewed before unattended generation,solution_high_risk
AMC 12,2021 Fall,A,19,2021 Fall AMC 12A Problem 19,代数,三角恒等式,三角方程;周期;取整,,2021 Fall source data repaired; stale teaching page intentionally invalidated. complete non-diagram statement with moderate-risk topic,ready_to_generate
AMC 12,2021 Fall,A,20,2021 Fall AMC 12A Problem 20,数论,质因数与整除,约数函数;迭代;质因数,,2021 Fall source data repaired; stale teaching page intentionally invalidated. late/problem-specific derivation risk; should be reviewed before unattended generation,solution_high_risk
AMC 12,2021 Fall,A,21,2021 Fall AMC 12A Problem 21,几何,面积与相似,梯形;对角线;面积,题面包含图形,2021 Fall source data repaired; stale teaching page intentionally invalidated. statement/notes indicate diagram dependence,needs_diagram
AMC 12,2021 Fall,A,22,2021 Fall AMC 12A Problem 22,概率与统计,组合概率,井字棋;条件计数;概率,,2021 Fall source data repaired; stale teaching page intentionally invalidated. late/problem-specific derivation risk; should be reviewed before unattended generation,solution_high_risk
AMC 12,2021 Fall,A,23,2021 Fall AMC 12A Problem 23,代数,多项式与根,复合多项式;实根;韦达定理,,2021 Fall source data repaired; stale teaching page intentionally invalidated. late/problem-specific derivation risk; should be reviewed before unattended generation,solution_high_risk
AMC 12,2021 Fall,A,24,2021 Fall AMC 12A Problem 24,几何,三角形,四边形;等差数列;余弦定理,,2021 Fall source data repaired; stale teaching page intentionally invalidated. late/problem-specific derivation risk; should be reviewed before unattended generation,solution_high_risk
AMC 12,2021 Fall,A,25,2021 Fall AMC 12A Problem 25,数论,整除与同余,同余;多项式;计数,,2021 Fall source data repaired; stale teaching page intentionally invalidated. late/problem-specific derivation risk; should be reviewed before unattended generation,solution_high_risk
AMC 12,2021 Fall,B,1,2021 Fall AMC 12B Problem 1,代数,运算与化简,数位;求和;化简,,2021 Fall source data repaired; stale teaching page intentionally invalidated. complete non-diagram statement with moderate-risk topic,ready_to_generate
AMC 12,2021 Fall,B,2,2021 Fall AMC 12B Problem 2,几何,面积与相似,面积;分割;坐标网格,题面包含图形,2021 Fall source data repaired; stale teaching page intentionally invalidated. statement/notes indicate diagram dependence,needs_diagram
AMC 12,2021 Fall,B,3,2021 Fall AMC 12B Problem 3,代数,线性模型,温度;差值;线性模型,,2021 Fall source data repaired; stale teaching page intentionally invalidated. complete non-diagram statement with moderate-risk topic,ready_to_generate
AMC 12,2021 Fall,B,4,2021 Fall AMC 12B Problem 4,代数,对数与指数,指数;幂;化简,,2021 Fall source data repaired; stale teaching page intentionally invalidated. complete non-diagram statement with moderate-risk topic,ready_to_generate
AMC 12,2021 Fall,B,5,2021 Fall AMC 12B Problem 5,数论,整数构造,分数;整数;构造,,2021 Fall source data repaired; stale teaching page intentionally invalidated. complete non-diagram statement with moderate-risk topic,ready_to_generate
AMC 12,2021 Fall,B,6,2021 Fall AMC 12B Problem 6,数论,质因数与整除,质因数分解;数字和;整除,,2021 Fall source data repaired; stale teaching page intentionally invalidated. complete non-diagram statement with moderate-risk topic,ready_to_generate
AMC 12,2021 Fall,B,7,2021 Fall AMC 12B Problem 7,代数,方程与不等式,恒等式;代入;整数,,2021 Fall source data repaired; stale teaching page intentionally invalidated. complete non-diagram statement with moderate-risk topic,ready_to_generate
AMC 12,2021 Fall,B,8,2021 Fall AMC 12B Problem 8,几何,三角形,等腰三角形;面积;三角函数,,2021 Fall source data repaired; stale teaching page intentionally invalidated. complete non-diagram statement with moderate-risk topic,ready_to_generate
AMC 12,2021 Fall,B,9,2021 Fall AMC 12B Problem 9,几何,圆与曲线,等边三角形;内心;外接圆,,2021 Fall source data repaired; stale teaching page intentionally invalidated. complete non-diagram statement with moderate-risk topic,ready_to_generate
AMC 12,2021 Fall,B,10,2021 Fall AMC 12B Problem 10,几何,坐标几何,单位圆;等腰三角形;坐标,,2021 Fall source data repaired; stale teaching page intentionally invalidated. complete non-diagram statement with moderate-risk topic,ready_to_generate
AMC 12,2021 Fall,B,11,2021 Fall AMC 12B Problem 11,概率与统计,组合概率,骰子;整除;补集概率,,2021 Fall source data repaired; stale teaching page intentionally invalidated. complete non-diagram statement with moderate-risk topic,ready_to_generate
AMC 12,2021 Fall,B,12,2021 Fall AMC 12B Problem 12,数论,质因数与整除,约数和;质因数分解;函数,,2021 Fall source data repaired; stale teaching page intentionally invalidated. complete non-diagram statement with moderate-risk topic,ready_to_generate
AMC 12,2021 Fall,B,13,2021 Fall AMC 12B Problem 13,代数,三角恒等式,正弦;周期;乘积,,2021 Fall source data repaired; stale teaching page intentionally invalidated. complete non-diagram statement with moderate-risk topic,ready_to_generate
AMC 12,2021 Fall,B,14,2021 Fall AMC 12B Problem 14,代数,多项式与根,多项式;复根;重根构造,,2021 Fall source data repaired; stale teaching page intentionally invalidated. complete non-diagram statement with moderate-risk topic,ready_to_generate
AMC 12,2021 Fall,B,15,2021 Fall AMC 12B Problem 15,几何,几何变换,旋转;正方形;面积,题面包含图形,2021 Fall source data repaired; stale teaching page intentionally invalidated. statement/notes indicate diagram dependence,needs_diagram
AMC 12,2021 Fall,B,16,2021 Fall AMC 12B Problem 16,数论,质因数与整除,最大公因数;奇偶性;枚举,,2021 Fall source data repaired; stale teaching page intentionally invalidated. late/problem-specific derivation risk; should be reviewed before unattended generation,solution_high_risk
AMC 12,2021 Fall,B,17,2021 Fall AMC 12B Problem 17,概率与统计,组合概率,随机游走;三角网格;概率,,2021 Fall source data repaired; stale teaching page intentionally invalidated. late/problem-specific derivation risk; should be reviewed before unattended generation,solution_high_risk
AMC 12,2021 Fall,B,18,2021 Fall AMC 12B Problem 18,代数,数列与递推,递推;极限;误差,,2021 Fall source data repaired; stale teaching page intentionally invalidated. late/problem-specific derivation risk; should be reviewed before unattended generation,solution_high_risk
AMC 12,2021 Fall,B,19,2021 Fall AMC 12B Problem 19,组合数学,图形计数,正多边形;交点;组合计数,按交点数量的主要思想归入图形计数。,2021 Fall source data repaired; stale teaching page intentionally invalidated. late/problem-specific derivation risk; should be reviewed before unattended generation,solution_high_risk
AMC 12,2021 Fall,B,20,2021 Fall AMC 12B Problem 20,组合数学,染色与构造,立方体;旋转;染色,,2021 Fall source data repaired; stale teaching page intentionally invalidated. late/problem-specific derivation risk; should be reviewed before unattended generation,solution_high_risk
AMC 12,2021 Fall,B,21,2021 Fall AMC 12B Problem 21,代数,复数,复数;单位圆;三角函数,,2021 Fall source data repaired; stale teaching page intentionally invalidated. late/problem-specific derivation risk; should be reviewed before unattended generation,solution_high_risk
AMC 12,2021 Fall,B,22,2021 Fall AMC 12B Problem 22,几何,圆与曲线,直角三角形;相切圆;相似,,2021 Fall source data repaired; stale teaching page intentionally invalidated. late/problem-specific derivation risk; should be reviewed before unattended generation,solution_high_risk
AMC 12,2021 Fall,B,23,2021 Fall AMC 12B Problem 23,概率与统计,组合概率,期望;连续整数;线性性,,2021 Fall source data repaired; stale teaching page intentionally invalidated. late/problem-specific derivation risk; should be reviewed before unattended generation,solution_high_risk
AMC 12,2021 Fall,B,24,2021 Fall AMC 12B Problem 24,几何,圆与曲线,角平分线;圆;相似三角形,,2021 Fall source data repaired; stale teaching page intentionally invalidated. late/problem-specific derivation risk; should be reviewed before unattended generation,solution_high_risk
AMC 12,2021 Fall,B,25,2021 Fall AMC 12B Problem 25,数论,整除与同余,余数和;整除;分类计数,,2021 Fall source data repaired; stale teaching page intentionally invalidated. late/problem-specific derivation risk; should be reviewed before unattended generation,solution_high_risk
AMC 12,2022,A,3,2022 AMC 12A Problem 3,组合数学,排列组合,排列组合;计数,题面包含图形,Skipped reasons: 2022 AMC 12A Problem 3: rectangle arrangement depends on the missing diagram,needs_diagram
AMC 12,2022,A,7,2022 AMC 12A Problem 7,组合数学,染色与构造,染色;构造,题面包含图形,2022 AMC 12A Problem 7: coloring adjacency structure depends on the missing diagram,needs_diagram
AMC 12,2022,B,13,2022 AMC 12B Problem 13,几何,面积与相似,面积;比例,题面包含图形,Skipped reasons: 2022 AMC 12B Problem 13: rectangle-square overlap depends on the missing diagram,needs_diagram
AMC 12,2022,B,18,2022 AMC 12B Problem 18,组合数学,图形计数,网格;计数,题面包含图形,2022 AMC 12B Problem 18: cellular-grid transformation depends on diagrams and exhaustive state analysis,needs_diagram
AMC 12,2022,B,19,2022 AMC 12B Problem 19,概率与统计,平均数与数据集,平均数;数据,,2022 AMC 12B Problem 19: OCR explicitly lacks original wording and the geometry diagram,needs_diagram
AMC 12,2022,B,25,2022 AMC 12B Problem 25,几何,面积与相似,面积;比例,题面包含图形,Skipped reasons: 2022 AMC 12B Problem 25: nonconvex polygon area depends on the missing figure,needs_diagram
AMC 12,2023,B,2,2023 AMC 12B Problem 2,代数,运算与化简,代数;化简,自动分类依据较弱，按代数主线暂归类,Skipped reasons: 2023 AMC 12B Problem 2: OCR statement is truncated and missing the actual question,ocr_or_statement_risk
AMC 12,2024,A,18,2024 AMC 12A Problem 18,几何,几何变换,旋转;矩形;角度;周期,题面包含卡片叠放图。,Skipped reasons: 2024 AMC 12A Problem 18: rectangular-card rotation problem depends on the missing figure,needs_diagram
AMC 12,2024,A,19,2024 AMC 12A Problem 19,几何,圆与四边形,圆内接四边形;余弦定理;对角线,,2024 AMC 12A Problem 19: cyclic quadrilateral diagonal geometry is high-risk in current pass,ocr_or_statement_risk
AMC 12,2024,A,21,2024 AMC 12A Problem 21,代数,数列与递推,递推;望远镜;平方和,,"statement appears incomplete, lacks choices, or has OCR-risk markers",ocr_or_statement_risk
AMC 12,2024,A,22,2024 AMC 12A Problem 22,组合数学,图形计数,网格路径;闭合回路;状态计数,题面包含 8x3 网格图。,"statement appears incomplete, lacks choices, or has OCR-risk markers",ocr_or_statement_risk
AMC 12,2024,A,23,2024 AMC 12A Problem 23,代数,三角恒等式,三角函数;恒等式;特殊角,,"statement appears incomplete, lacks choices, or has OCR-risk markers",ocr_or_statement_risk
AMC 12,2024,A,24,2024 AMC 12A Problem 24,几何,空间几何,四面体;海伦公式;整数边,,"statement appears incomplete, lacks choices, or has OCR-risk markers",ocr_or_statement_risk
AMC 12,2024,A,25,2024 AMC 12A Problem 25,代数,函数与图像,有理函数;反函数;对称;参数计数,,"statement appears incomplete, lacks choices, or has OCR-risk markers",ocr_or_statement_risk
AMC 12,2024,B,19,2024 AMC 12B Problem 19,几何,几何变换,旋转;正三角形;面积;三角函数,题面包含两个正三角形旋转形成的六边形图。,Skipped reasons: 2024 AMC 12B Problem 19: rotated equilateral-triangle hexagon depends strongly on the missing figure,needs_diagram
AMC 12,2024,B,24,2024 AMC 12B Problem 24,几何,三角形,三角形;高;内切圆;整数枚举,主要解法是三角形几何关系，带有有限枚举。,Skipped reasons: 2024 AMC 12B Problem 24: altitude/inradius finite enumeration is high-risk in this pass,ocr_or_statement_risk
