year,contest,form,problem_no,source,statement,answer,major_category,minor_category,tags,key_idea,notes
2017,AMC 8,,12,2017 AMC 8 Problem 12,"The smallest positive integer greater than 1 that leaves a remainder of 1 when divided by 4, 5, and 6 lies between which of the following pairs of numbers? (A) 2 and 19 (B) 20 and 39 (C) 40 and 59 (D) 60 and 79 (E) 80 and 124",D,数论,余数,余数;AMC 8,在适当模数下计算并利用余数周期。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2017,AMC 8,,13,2017 AMC 8 Problem 13,"Peter, Emma, and Kyler played chess with each other. Peter won 4 games and lost 2 games. Emma won 3 games and lost 3 games. If Kyler lost 3 games, how many games did he win? (A) 0 (B) 1 (C) 2 (D) 3 (E) 4",B,组合数学,计数,计数;AMC 8,建立不重不漏的分类或递推计数。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2017,AMC 8,,14,2017 AMC 8 Problem 14,"Chloe and Zoe are both students in Ms. Demeanor's math class. Last night, they each solved half of the problems in their homework assignment alone and then solved the other half together. Chloe had correct answers to only 80% of the problems she solved alone, but overall 88% of her answers were correct. Zoe had correct answers to 90% of the problems she solved alone. What was Zoe's overall percentage of correct answers? (A) 89 (B) 92 (C) 93 (D) 96 (E) 98",C,算术与数感,百分比,百分比;AMC 8,把百分比转成乘法关系，追踪基准量的变化。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2017,AMC 8,,15,2017 AMC 8 Problem 15,"In the arrangement of letters and numerals below, by how many different paths can one spell AMC8? Beginning at the A in the middle, a path allows only moves from one letter to an adjacent (above, below, left, or right, but not diagonal) letter. One example of such a path is traced in the picture. [图形] (A) 8 (B) 9 (C) 12 (D) 24 (E) 36",D,组合数学,计数,计数;排列,建立不重不漏的分类或递推计数。,题面包含图形；纯文本以 [图形] 标记图形位置；图形细节已对照原题 PDF 与 AoPS 题页；题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2017,AMC 8,,16,2017 AMC 8 Problem 16,"In the figure below, choose point D on BC so that triangle ACD and triangle ABD have equal perimeters. What is the area of triangle ABD? [图形] (A) (3)/(4) (B) (3)/(2) (C) 2 (D) (12)/(5) (E) (5)/(2)",D,几何与测量,三角形,三角形;面积,利用三角形的边、角、相似或面积关系求解。,题面包含图形；纯文本以 [图形] 标记图形位置；图形细节已对照原题 PDF 与 AoPS 题页；题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2017,AMC 8,,17,2017 AMC 8 Problem 17,"Starting with some gold coins and some empty treasure chests, I tried to put 9 gold coins in each treasure chest, but that left 2 treasure chests empty. So instead I put 6 gold coins in each treasure chest, but then I had 3 gold coins left over. How many gold coins did I have? (A) 9 (B) 27 (C) 45 (D) 63 (E) 81",C,代数,方程,方程;AMC 8,设未知数，把题目条件翻译成方程并筛选符合条件的解。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2017,AMC 8,,18,2017 AMC 8 Problem 18,"In the non-convex quadrilateral ABCD shown below, ∠ BCD is a right angle, AB=12, BC=4, CD=3, and AD=13. [图形] What is the area of quadrilateral ABCD? (A) 12 (B) 24 (C) 26 (D) 30 (E) 36",B,几何与测量,四边形,四边形;面积,利用特殊四边形的边、对角线和面积性质。,题面包含图形；纯文本以 [图形] 标记图形位置；图形细节已对照原题 PDF 与 AoPS 题页；题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2017,AMC 8,,19,2017 AMC 8 Problem 19,"For any positive integer M, the notation M! denotes the product of the integers 1 through M. What is the largest integer n for which 5^n is a factor of the sum 98!+99!+100!? (A) 23 (B) 24 (C) 25 (D) 26 (E) 27",D,数论,因数与倍数,因数与倍数;因数,进行质因数分解，利用因数、倍数或最小公倍数结构。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2017,AMC 8,,20,2017 AMC 8 Problem 20,"An integer between 1000 and 9999, inclusive, is chosen at random. What is the probability that it is an odd integer whose digits are all distinct? (A) (14)/(75) (B) (56)/(225) (C) (107)/(400) (D) (7)/(25) (E) (9)/(25)",B,概率与统计,概率,概率;数字,确定等可能样本空间，计数有利结果并求比值。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2017,AMC 8,,21,2017 AMC 8 Problem 21,"Suppose a, b, and c are nonzero real numbers, and a+b+c=0. What are the possible value(s) for (a)/(|a|)+(b)/(|b|)+(c)/(|c|)+(abc)/(|abc|)? (A) 0 (B) 1 and -1 (C) 2 and -2 (D) 0,2, and -2 (E) 0,1, and -1",A,代数,表达式,表达式;AMC 8,按定义代入并利用代数结构化简表达式。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2017,AMC 8,,22,2017 AMC 8 Problem 22,"In the right triangle ABC, AC=12, BC=5, and angle C is a right angle. A semicircle is inscribed in the triangle as shown. What is the radius of the semicircle? [图形] (A) (7)/(6) (B) (13)/(5) (C) (59)/(18) (D) (10)/(3) (E) (60)/(13)",D,几何与测量,圆,圆;三角形,利用半径、弧、扇形或圆与多边形的面积关系。,题面包含图形；纯文本以 [图形] 标记图形位置；图形细节已对照原题 PDF 与 AoPS 题页；题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2017,AMC 8,,23,2017 AMC 8 Problem 23,"Each day for four days, Linda traveled for one hour at a speed that resulted in her traveling one mile in an integer number of minutes. Each day after the first, her speed decreased so that the number of minutes to travel one mile increased by 5 minutes over the preceding day. Each of the four days, her distance traveled was also an integer number of miles. What was the total number of miles for the four trips? (A) 10 (B) 15 (C) 25 (D) 50 (E) 82",C,代数,数列,数列;速度,识别相邻项或项号之间的规律，再求指定项或总和。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2017,AMC 8,,24,2017 AMC 8 Problem 24,"Mrs. Sanders has three grandchildren, who call her regularly. One calls her every three days, one calls her every four days, and one calls her every five days. All three called her on December 31, 2016. On how many days during the next year did she not receive a phone call from any of her grandchildren? (A) 78 (B) 80 (C) 144 (D) 146 (E) 152",D,组合数学,容斥,容斥;AMC 8,用总数减重复或用集合交并关系计算。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2017,AMC 8,,25,2017 AMC 8 Problem 25,"In the figure shown, US and UT are line segments each of length 2, and ∠TUS = 60°. Arcs TR and SR are each one-sixth of a circle with radius 2. What is the area of the region shown? [图形] (A) 3sqrt(3)-π (B) 4sqrt(3)-(4π)/(3) (C) 2sqrt(3) (D) 4sqrt(3)-(2π)/(3) (E) 4+(4π)/(3)",B,几何与测量,圆,圆;面积,利用半径、弧、扇形或圆与多边形的面积关系。,题面包含图形；纯文本以 [图形] 标记图形位置；图形细节已对照原题 PDF 与 AoPS 题页；题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2018,AMC 8,,1,2018 AMC 8 Problem 1,"An amusement park has a collection of scale models, with ratio 1: 20, of buildings and other sights from around the country. The height of the United States Capitol is 289 feet. What is the height in feet of its replica to the nearest whole number? (A) 14 (B) 15 (C) 16 (D) 18 (E) 20",A,算术与数感,比例,比例;AMC 8,设共同份数或比例参数，将各数量写成同一参数的倍数。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2018,AMC 8,,2,2018 AMC 8 Problem 2,What is the value of the product (1+(1)/(1))·(1+(1)/(2))·(1+(1)/(3))·(1+(1)/(4))·(1+(1)/(5))·(1+(1)/(6))? (A) (7)/(6) (B) (4)/(3) (C) (7)/(2) (D) 7 (E) 8,D,算术与数感,分数与小数,分数与小数;AMC 8,统一分数或小数表示后约分、比较或计算。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2018,AMC 8,,3,2018 AMC 8 Problem 3,"Students Arn, Bob, Cyd, Dan, Eve, and Fon are arranged in that order in a circle. They start counting: Arn first, then Bob, and so forth. When the number contains a 7 as a digit (such as 47) or is a multiple of 7 that person leaves the circle and the counting continues. Who is the last one present in the circle? (A) Arn (B) Bob (C) Cyd (D) Dan (E) Eve",D,代数,模式规律,模式规律;圆;数字;排列,从重复或递推结构中确定周期和增长规律。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2018,AMC 8,,4,2018 AMC 8 Problem 4,The twelve-sided figure shown has been drawn on 1 cm× 1 cm graph paper. What is the area of the figure in cm^2? [图形] (A) 12 (B) 12.5 (C) 13 (D) 13.5 (E) 14,C,几何与测量,面积,面积;图表,分割、补形或作差，将目标区域化为基本图形面积。,题面包含图形；纯文本以 [图形] 标记图形位置；图形细节已对照原题 PDF 与 AoPS 题页；题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2018,AMC 8,,5,2018 AMC 8 Problem 5,What is the value of 1+3+5+...+2017+2019-2-4-6-...-2016-2018? (A) -1010 (B) -1009 (C) 1008 (D) 1009 (E) 1010,E,算术与数感,四则运算,四则运算;AMC 8,按运算顺序化简数值表达式，并用选项回代核对。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2018,AMC 8,,6,2018 AMC 8 Problem 6,"On a trip to the beach, Anh traveled 50 miles on the highway and 10 miles on a coastal access road. He drove three times as fast on the highway as on the coastal road. If Anh spent 30 minutes driving on the coastal road, how many minutes did his entire trip take? (A) 50 (B) 70 (C) 80 (D) 90 (E) 100",C,算术与数感,应用题,应用题;AMC 8,提取数量、速度、时间或费用关系并分步计算。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2018,AMC 8,,7,2018 AMC 8 Problem 7,The 5 -digit number 2 0 1 8 U is divisible by 9. What is the remainder when this number is divided by 8? (A) 1 (B) 3 (C) 5 (D) 6 (E) 7,B,数论,余数,余数;数字,在适当模数下计算并利用余数周期。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2018,AMC 8,,8,2018 AMC 8 Problem 8,"John Pork asked the members of his health class how many days last week they exercised for at least 30 minutes. The results are summarized in the following bar graph, where the heights of the bars represent the number of students. [图形] What was the mean number of days of exercise last week, rounded to the nearest hundredth, reported by the students in John Pork's class? (A) 3.50 (B) 3.57 (C) 4.36 (D) 4.50 (E) 5.00",C,概率与统计,图表与数据,图表与数据;图表,准确读取图表或数据结构，再计算所求统计量。,题面包含图形；纯文本以 [图形] 标记图形位置；图形细节已对照原题 PDF 与 AoPS 题页；题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2018,AMC 8,,9,2018 AMC 8 Problem 9,Tyler is tiling the floor of his 12 foot by 16 foot living room. He plans to place one-foot by one-foot square tiles to form a border along the edges of the room and to fill in the rest of the floor with two-foot by two-foot square tiles. How many tiles will he use? (A) 48 (B) 87 (C) 91 (D) 96 (E) 120,B,几何与测量,面积,面积;正方形,分割、补形或作差，将目标区域化为基本图形面积。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2018,AMC 8,,10,2018 AMC 8 Problem 10,"The harmonic mean of a set of non-zero numbers is the reciprocal of the average of the reciprocals of the numbers. What is the harmonic mean of 1, 2, and 4? (A) (3)/(7) (B) (7)/(12) (C) (12)/(7) (D) (7)/(4) (E) (7)/(3)",C,概率与统计,平均数,平均数;AMC 8,利用总和等于平均数乘数据个数建立关系。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2018,AMC 8,,11,2018 AMC 8 Problem 11,"Abby, Bridget, and four classmates are seated at random in two rows of three. What is the probability that Abby and Bridget are adjacent in the same row or the same column? [图形] (A) (1)/(3) (B) (2)/(5) (C) (7)/(15) (D) (1)/(2) (E) (2)/(3)",C,概率与统计,概率,概率;AMC 8,确定等可能样本空间，计数有利结果并求比值。,题面包含图形；纯文本以 [图形] 标记图形位置；图形细节已对照原题 PDF 与 AoPS 题页；题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2018,AMC 8,,12,2018 AMC 8 Problem 12,"The clock in Sri's car, which is not accurate, gains time at a constant rate. One day as he begins shopping, he notes that his car clock and his watch (which is accurate) both say 12:00 noon. When he is done shopping, his watch says 12:30 and his car clock says 12:35. Later that day, Sri loses his watch. He looks at his car clock and it says 7:00. What is the actual time? (A) 5:50 (B) 6:00 (C) 6:30 (D) 6:55 (E) 8:10",B,算术与数感,比例,比例;AMC 8,设共同份数或比例参数，将各数量写成同一参数的倍数。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2018,AMC 8,,13,2018 AMC 8 Problem 13,"Laila took five math tests, each worth a maximum of 100 points. Laila's score on each test was an integer between 0 and 100, inclusive. Laila received the same score on the first four tests, and she received a higher score on the last test. Her average score on the five tests was 82. How many values are possible for Laila's score on the last test? (A) 4 (B) 5 (C) 9 (D) 10 (E) 18",A,概率与统计,平均数,平均数;AMC 8,利用总和等于平均数乘数据个数建立关系。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2018,AMC 8,,14,2018 AMC 8 Problem 14,Let N be the greatest five-digit number whose digits have a product of 120. What is the sum of the digits of N? (A) 15 (B) 16 (C) 17 (D) 18 (E) 20,D,数论,数字问题,数字问题;数字,按位值、数字和或末位条件分析整数。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2018,AMC 8,,15,2018 AMC 8 Problem 15,"In the diagram below, a diameter of each of the two smaller circles is a radius of the larger circle. If the two smaller circles have a combined area of 1 square unit, then what is the area of the shaded region, in square units? [图形] (A) (1)/(4) (B) (1)/(3) (C) (1)/(2) (D) 1 (E) (π)/(2)",D,几何与测量,圆,圆;正方形;面积,利用半径、弧、扇形或圆与多边形的面积关系。,题面包含图形；纯文本以 [图形] 标记图形位置；图形细节已对照原题 PDF 与 AoPS 题页；题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2018,AMC 8,,16,2018 AMC 8 Problem 16,"Professor Chang has nine different language books lined up on a bookshelf: two Arabic, three German, and four Spanish. How many ways are there to arrange the nine books on the shelf keeping the Arabic books together and keeping the Spanish books together? (A) 1440 (B) 2880 (C) 5760 (D) 182,440 (E) 362,880",C,组合数学,排列组合,排列组合;排列,按位置或对象分组，处理相邻、捆绑等排列限制。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2018,AMC 8,,17,2018 AMC 8 Problem 17,"Bella begins to walk from her house toward her friend Ella's house. At the same time, Ella begins to ride her bicycle toward Bella's house. They each maintain a constant speed, and Ella rides 5 times as fast as Bella walks. The distance between their houses is 2 miles, which is 10,560 feet, and Bella covers 2 (1)/(2) feet with each step. How many steps will Bella take by the time she meets Ella? (A) 704 (B) 845 (C) 1056 (D) 1760 (E) 3520",A,代数,方程,方程;速度,设未知数，把题目条件翻译成方程并筛选符合条件的解。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2018,AMC 8,,18,2018 AMC 8 Problem 18,"How many positive factors does 23,232 have? (A) 9 (B) 12 (C) 28 (D) 36 (E) 42",E,数论,因数与倍数,因数与倍数;因数,进行质因数分解，利用因数、倍数或最小公倍数结构。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2018,AMC 8,,19,2018 AMC 8 Problem 19,"In a sign pyramid a cell gets a ""+"" if the two cells below it have the same sign, and it gets a ""-"" if the two cells below it have different signs. The diagram below illustrates a sign pyramid with four levels. How many possible ways are there to fill the four cells in the bottom row to produce a ""+"" at the top of the pyramid? [图形] (A) 2 (B) 4 (C) 8 (D) 12 (E) 16",C,组合数学,计数,计数;AMC 8,建立不重不漏的分类或递推计数。,题面包含图形；纯文本以 [图形] 标记图形位置；图形细节已对照原题 PDF 与 AoPS 题页；题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2018,AMC 8,,20,2018 AMC 8 Problem 20,"In triangle ABC, point E is on AB with AE=1 and EB=2. Point D is on AC so that DE ∥ BC and point F is on BC so that EF ∥ AC. What is the ratio of the area of CDEF to the area of triangle ABC? [图形] (A) (4)/(9) (B) (1)/(2) (C) (5)/(9) (D) (3)/(5) (E) (2)/(3)",A,几何与测量,三角形,三角形;比例;面积,利用三角形的边、角、相似或面积关系求解。,题面包含图形；纯文本以 [图形] 标记图形位置；图形细节已对照原题 PDF 与 AoPS 题页；题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2018,AMC 8,,21,2018 AMC 8 Problem 21,"How many positive three-digit integers have a remainder of 2 when divided by 6, a remainder of 5 when divided by 9, and a remainder of 7 when divided by 11? (A) 1 (B) 2 (C) 3 (D) 4 (E) 5",E,数论,余数,余数;数字,在适当模数下计算并利用余数周期。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2018,AMC 8,,22,2018 AMC 8 Problem 22,"Point E is the midpoint of side CD in square ABCD, and BE meets diagonal AC at F. The area of quadrilateral AFED is 45. What is the area of ABCD? [图形] (A) 100 (B) 108 (C) 120 (D) 135 (E) 144",B,几何与测量,面积,面积;正方形,分割、补形或作差，将目标区域化为基本图形面积。,题面包含图形；纯文本以 [图形] 标记图形位置；图形细节已对照原题 PDF 与 AoPS 题页；题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2018,AMC 8,,23,2018 AMC 8 Problem 23,"From a regular octagon, a triangle is formed by connecting three randomly chosen vertices of the octagon. What is the probability that at least one of the sides of the triangle is also a side of the octagon? [图形] (A) (2)/(7) (B) (5)/(42) (C) (11)/(14) (D) (5)/(7) (E) (6)/(7)",D,概率与统计,概率,概率;三角形,确定等可能样本空间，计数有利结果并求比值。,题面包含图形；纯文本以 [图形] 标记图形位置；图形细节已对照原题 PDF 与 AoPS 题页；题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2018,AMC 8,,24,2018 AMC 8 Problem 24,"In the cube ABCDEFGH with opposite vertices C and E, J and I are the midpoints of edges FB and HD, respectively. Let R be the ratio of the area of the cross-section EJCI to the area of one of the faces of the cube. What is R^2? [图形] (A) (5)/(4) (B) (4)/(3) (C) (3)/(2) (D) (25)/(16) (E) (9)/(4)",C,几何与测量,空间几何,空间几何;立方体;比例;面积,根据立体的面、棱、截面或展开图分析空间关系。,题面包含图形；纯文本以 [图形] 标记图形位置；图形细节已对照原题 PDF 与 AoPS 题页；题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2018,AMC 8,,25,2018 AMC 8 Problem 25,"How many perfect cubes lie between 2^8+1 and 2^18+1, inclusive? (A) 4 (B) 9 (C) 10 (D) 57 (E) 58",E,数论,因数与倍数,因数与倍数;立方体,进行质因数分解，利用因数、倍数或最小公倍数结构。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2019,AMC 8,,1,2019 AMC 8 Problem 1,"Ike and Mike go into a sandwich shop with a total of 30.00 to spend. Sandwiches cost 4.50 each and soft drinks cost 1.00 each. Ike and Mike plan to buy as many sandwiches as they can, and use any remaining money to buy soft drinks. Counting both sandwiches and soft drinks, how many items will they buy? (A) 6 (B) 7 (C) 8 (D) 9 (E) 10",D,算术与数感,应用题,应用题;AMC 8,提取数量、速度、时间或费用关系并分步计算。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2019,AMC 8,,2,2019 AMC 8 Problem 2,"Three identical rectangles are put together to form rectangle ABCD, as shown in the figure below. Given that the length of the shorter side of each of the rectangles is 5 feet, what is the area in square feet of rectangle ABCD? [图形] (A) 45 (B) 75 (C) 100 (D) 125 (E) 150",E,几何与测量,面积,面积;正方形;矩形,分割、补形或作差，将目标区域化为基本图形面积。,题面包含图形；纯文本以 [图形] 标记图形位置；图形细节已对照原题 PDF 与 AoPS 题页；题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2019,AMC 8,,3,2019 AMC 8 Problem 3,"Which of the following is the correct order of the fractions (15)/(11),(19)/(15), and (17)/(13), from least to greatest? (A) (15)/(11)< (17)/(13)< (19)/(15) (B) (15)/(11)< (19)/(15)<(17)/(13) (C) (17)/(13)<(19)/(15)<(15)/(11) (D) (19)/(15)<(15)/(11)<(17)/(13) (E) (19)/(15)<(17)/(13)<(15)/(11)",E,算术与数感,分数与小数,分数与小数;AMC 8,统一分数或小数表示后约分、比较或计算。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2019,AMC 8,,4,2019 AMC 8 Problem 4,Quadrilateral ABCD is a rhombus with perimeter 52 meters. The length of diagonal AC is 24 meters. What is the area in square meters of rhombus ABCD? [图形] (A) 60 (B) 90 (C) 105 (D) 120 (E) 144,D,几何与测量,四边形,四边形;正方形;面积,利用特殊四边形的边、对角线和面积性质。,题面包含图形；纯文本以 [图形] 标记图形位置；图形细节已对照原题 PDF 与 AoPS 题页；题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2019,AMC 8,,5,2019 AMC 8 Problem 5,"A tortoise challenges a hare to a race. The hare eagerly agrees and quickly runs ahead, leaving the slow-moving tortoise behind, believing that he will win, the hare stops to take a nap. Meanwhile, the tortoise walks at a slow, steady pace for the entire race. The hare wakes up and runs to the finish line, only to find the tortoise already there. Which of the following graphs matches the description of the race, showing the distance d traveled by the two animals over time t from start to finish? (A) 图形选项 A (B) 图形选项 B (C) 图形选项 C (D) 图形选项 D (E) 图形选项 E",B,概率与统计,图表与数据,图表与数据;图表,准确读取图表或数据结构，再计算所求统计量。,题面包含图形；纯文本以 [图形] 标记图形位置；图形细节已对照原题 PDF 与 AoPS 题页；A-E 为图形选项；文本保留选项标签，具体图形见原题 PDF 或 AoPS 题页；题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2019,AMC 8,,6,2019 AMC 8 Problem 6,"There are 81 grid points (uniformly spaced) in the square shown in the diagram below, including the points on the edges. Point P is in the center of the square. Given that point Q is randomly chosen among the other 80 points, what is the probability that the line PQ is a line of symmetry for the square? [图形] (A) (1)/(5) (B) (1)/(4) (C) (2)/(5) (D) (9)/(20) (E) (1)/(2)",C,概率与统计,概率,概率;正方形;网格,确定等可能样本空间，计数有利结果并求比值。,题面包含图形；纯文本以 [图形] 标记图形位置；图形细节已对照原题 PDF 与 AoPS 题页；题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2019,AMC 8,,7,2019 AMC 8 Problem 7,"Shauna takes five tests, each worth a maximum of 100 points. Her scores on the first three tests are 76, 94, and 87. In order to average 81 for all five tests, what is the lowest score she could earn on one of the other two tests? (A) 48 (B) 52 (C) 66 (D) 70 (E) 74",A,概率与统计,平均数,平均数;AMC 8,利用总和等于平均数乘数据个数建立关系。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2019,AMC 8,,8,2019 AMC 8 Problem 8,"Gilda has a bag of marbles. She gives 20% of them to her friend Pedro. Then Gilda gives 10% of what is left to another friend, Ebony. Finally, Gilda gives 25% of what is now left in the bag to her brother Jimmy. What percentage of her original bag of marbles does Gilda have left for herself? (A) 20 (B) 33(1)/(3) (C) 38 (D) 45 (E) 54",E,算术与数感,百分比,百分比;AMC 8,把百分比转成乘法关系，追踪基准量的变化。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2019,AMC 8,,9,2019 AMC 8 Problem 9,Alex and Felicia each have cats as pets. Alex buys cat food in cylindrical cans that are 6 cm in diameter and 12 cm high. Felicia buys cat food in cylindrical cans that are 12 cm in diameter and 6 cm high. What is the ratio of the volume of one of Alex's cans to the volume one of Felicia's cans? (A) 1:4 (B) 1:2 (C) 1:1 (D) 2:1 (E) 4:1,B,几何与测量,体积,体积;比例,确定底面积和高，或比较相似立体的体积。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2019,AMC 8,,10,2019 AMC 8 Problem 10,"The diagram shows the number of students at soccer practice each weekday during last week. After computing the mean and median values, Coach discovers that there were actually 21 participants on Wednesday. Which of the following statements describes the change in the mean and median after the correction is made? [图形] (A) The mean increases by 1 and the median does not change (B) The mean increases by 1 and the median increases by 1 (C) The mean increases by 1 and the median increases by 5 (D) The mean increases by 5 and the median increases by 1 (E) The mean increases by 5 and the median increases by 5",B,概率与统计,图表与数据,图表与数据;中位数,准确读取图表或数据结构，再计算所求统计量。,题面包含图形；纯文本以 [图形] 标记图形位置；图形细节已对照原题 PDF 与 AoPS 题页；题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2019,AMC 8,,11,2019 AMC 8 Problem 11,"The eighth grade class at Lincoln Middle School has 93 students. Each student takes a math class, a foreign language class, or both. There are 70 eighth graders taking a math class, and there are 54 eighth graders taking a foreign language class. How many eighth graders take only a math class and not a foreign language class? (A) 16 (B) 23 (C) 31 (D) 39 (E) 70",D,组合数学,容斥,容斥;AMC 8,用总数减重复或用集合交并关系计算。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2019,AMC 8,,12,2019 AMC 8 Problem 12,"The faces of a cube are painted in six different colors: red (R), white (W), green (G), brown [B], aqua [A], and purple (P). Three views of the cube are shown below. What is the color of the face opposite the aqua face? [图形] (A) red (B) white (C) green (D) brown (E) purple",A,几何与测量,空间几何,空间几何;立方体,根据立体的面、棱、截面或展开图分析空间关系。,题面包含图形；纯文本以 [图形] 标记图形位置；图形细节已对照原题 PDF 与 AoPS 题页；题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2019,AMC 8,,13,2019 AMC 8 Problem 13,"A palindrome is a number that has the same value when read from left to right or from right to left. (For example, 12321 is a palindrome.) Let N be the least three-digit integer which is not a palindrome but which is the sum of three distinct two-digit palindromes. What is the sum of the digits of N? (A) 2 (B) 3 (C) 4 (D) 5 (E) 6",A,数论,数字问题,数字问题;数字,按位值、数字和或末位条件分析整数。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2019,AMC 8,,14,2019 AMC 8 Problem 14,"Isabella has 6 coupons that can be redeemed for free ice cream cones at Pete's Sweet Treats. In order to make the coupons last, she decides that she will redeem one every 10 days until she has used them all. She knows that Pete's is closed on Sundays, but as she circles the 6 dates on her calendar, she realizes that no circled date falls on a Sunday. On what day of the week does Isabella redeem her first coupon? (A) Monday (B) Tuesday (C) Wednesday (D) Thursday (E) Friday",C,数论,余数,余数;圆,在适当模数下计算并利用余数周期。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
2019,AMC 8,,15,2019 AMC 8 Problem 15,"On a beach, 50 people are wearing sunglasses and 35 people are wearing caps. Some people are wearing both sunglasses and caps. If one of the people wearing a cap is selected at random, the probability that this person is also wearing sunglasses is (2)/(5). If instead, someone wearing sunglasses is selected at random, what is the probability that this person is also wearing a cap? (A) (14)/(85) (B) (7)/(25) (C) (2)/(5) (D) (4)/(7) (E) (7)/(10)",B,概率与统计,概率,概率;AMC 8,确定等可能样本空间，计数有利结果并求比值。,题面与选项按 AoPS Wiki 同年 Problems 页面核验；答案按对应 Answer Key 核验
